阿Ｑ/null/null/a1,Ｑ
直流发电机/null/null/zhi2,iu2,fa1,dian4,ji1
直溜溜/null/null/zhi2,iu1,iu1
直内方外/null/null/zhi2,nei4,fang1,wai4
直扑无华/null/null/zhi2,pu3,wu2,hua2
直情径行/null/null/zhi2,qing2,jing4,xing2
直权无华/null/null/zhi2,quan2,wu2,hua2
直上青云/null/null/zhi2,shang4,qing1,yun2
直认不讳/null/null/zhi2,ren4,bu4,hui4
直上直下/null/null/zhi2,shang4,zhi2,xia4
直抒己见/null/null/zhi2,shu1,ji3,jian4
直系亲属/null/null/zhi2,xi4,qin1,shu3
直言不讳/null/null/zhi2,yan2,bu4,hui4
直言贾祸/null/null/zhi2,yan2,gu3,huo4
直言切谏/null/null/zhi2,yan2,qie1,jian4
直言无隐/null/null/zhi2,yan2,wu2,yin3
直言正谏/null/null/zhi2,yan2,zheng4,jian4
直言正论/null/null/zhi2,yan2,zheng4,lun4
直言正色/null/null/zhi2,yan2,zheng4,se4
直撞横冲/null/null/zhi2,zhuang4,heng2,chong1
职业教育/null/null/zhi2,ye4,jiao4,yu4
植发冲冠/null/null/zhi2,fa4,chong1,guan4
植发穿冠/null/null/zhi2,fa4,chuan1,guan4
植善倾恶/null/null/zhi2,shan4,qing1,e4
殖民地/null/null/zhi2,min2,di4
止暴禁非/null/null/zhi3,bao4,jin4,fei1
止戈为武/null/null/zhi3,ge1,wei2,wu3
止戈散马/null/null/zhi3,ge1,san4,ma3
止戈兴仁/null/null/zhi3,ge1,xing1,ren2
止渴思梅/null/null/zhi3,ke3,si1,mei2
止谈风月/null/null/zhi3,tan2,feng1,yue4
止血剂/null/null/zhi3,xue4,ji4
只读存储器/null/null/zhi1,du2,cun2,chu3,qi4
只不过/null/null/zhi3,bu4,guo4
只鸡斗酒/null/null/zhi1,ji1,dou3,jiu3
只鸡樽酒/null/null/zhi1,ji1,zun1,jiu3
只鸡絮酒/null/null/zhi1,ji1,xu4,jiu3
只轮不反/null/null/zhi1,lun2,bu4,fan3
只轮无反/null/null/zhi1,lun2,wu2,fan3
只轮不返/null/null/zhi1,lun2,bu4,fan3
只骑不反/null/null/zhi1,qi2,bu4,fan3
只身孤影/null/null/zhi1,shen1,gu1,ying3
只言片语/null/null/zhi1,yan2,pian4,yu3
只争旦夕/null/null/zhi3,zheng1,dan4,xi1
只争朝夕/null/null/zhi3,zheng1,zhao1,xi1
只重衣衫不重人/null/null/zhi3,zhong4,yi1,shan1,bu4,zhong4,ren2
只字不提/null/null/zhi1,zi4,bu4,ti2
纸包不住火/null/null/zhi3,bao1,bu2,zhu4,huo3
纸短情长/null/null/zhi3,duan3,qing2,chang2
纸落云烟/null/null/zhi3,luo4,yun2,yan1
纸上谈兵/null/null/zhi3,shang4,tan2,bing1
咫尺千里/null/null/zhi3,chi3,qian1,li3
咫尺天涯/null/null/zhi3,chi3,tian1,ya2
咫尺天颜/null/null/zhi3,chi3,tian1,yan2
咫尺之功/null/null/zhi3,chi3,zhi1,gong1
咫尺威颜/null/null/zhi3,chi3,wei1,yan2
咫尺万里/null/null/zhi3,chi3,wan4,li3
咫尺之书/null/null/zhi3,chi3,zhi1,shu1
咫角骖驹/null/null/zhi3,jiao3,can1,ju1
指北针/null/null/zhi3,bei3,zhen1
指不胜屈/null/null/zhi3,bu4,sheng4,qu1
指不胜偻/null/null/zhi3,bu4,sheng4,lv3
指导性计划/null/null/zhi3,dao3,xing4,ji4,hua4
指导员/null/null/zhi3,dao3,yuan2
指东划西/null/null/zhi3,dong1,hua4,xi1
指东说西/null/null/zhi3,dong1,shuo1,xi1
指腹为婚/null/null/zhi3,fu4,wei2,hun1
指挥若定/null/null/zhi3,hui1,ruo4,ding4
指挥可定/null/null/zhi3,hui1,ke3,ding4
指挥员/null/null/zhi3,hui1,yuan2
指麾可定/null/null/zhi3,hui1,ke3,ding4
指甲盖/null/null/zhi3,jia2,gai4
指空话空/null/null/zhi3,kong1,hua4,kong1
指鹿为马/null/null/zhi3,lu4,wei2,ma3
指南车/null/null/zhi3,nan2,che1
指南攻北/null/null/zhi3,nan2,gong1,bei3
指南针/null/null/zhi3,nan2,zhen1
指亲托故/null/null/zhi3,qin1,tuo1,gu4
指日而待/null/null/zhi3,ri4,er2,dai4
指囷相赠/null/null/zhi3,que4,xiang1,zeng4
指日可待/null/null/zhi3,ri4,ke3,dai4
指山卖磨/null/null/zhi3,shan1,mai4,mo4
指桑说槐/null/null/zhi3,sang1,shuo1,huai2
指日可下/null/null/zhi3,ri4,ke3,xia4
指山说磨/null/null/zhi3,shan1,shuo1,mo4
指手划脚/null/null/zhi3,shou3,hua4,jiao3
指树为姓/null/null/zhi3,shu4,wei2,xing4
指天画地/null/null/zhi3,tian1,hua4,di4
指天射鱼/null/null/zhi3,tian1,she4,yu2
指天为誓/null/null/zhi3,tian1,wei2,shi4
指雁为羹/null/null/zhi3,yan4,wei2,geng1
指皂为白/null/null/zhi3,zao4,wei2,bai2
指皁为白/null/null/zhi3,zao4,wei2,bai2
指战员/null/null/zhi3,zhan4,yuan2
指掌可取/null/null/zhi3,zhang3,ke3,qu3
趾踵相错/null/null/zhi3,zhong3,xiang1,cuo4
趾踵相接/null/null/zhi3,zhong3,xiang1,jie1
至诚高节/null/null/zhi4,cheng2,gao1,jie2
至大至刚/null/null/zhi4,da4,zhi4,gang1
至高无上/null/null/zhi4,gao1,wu2,shang4
至当不易/null/null/zhi4,dang4,bu4,yi4
至亲好友/null/null/zhi4,qin1,hao3,you3
至亲骨肉/null/null/zhi4,qin1,gu3,rou4
至死不变/null/null/zhi4,si3,bu4,bian4
至死不渝/null/null/zhi4,si3,bu4,yu2
至死不悟/null/null/zhi4,si3,bu4,wu4
志大才疏/null/null/zhi4,da4,cai2,shu1
至矣尽矣/null/null/zhi4,yi3,jin4,yi3
志得气盈/null/null/zhi4,de2,qi4,ying2
志广才疏/null/null/zhi4,guang3,cai2,shu1
志得意满/null/null/zhi4,de2,yi4,man3
志坚行苦/null/null/zhi4,jian1,xing2,ku3
志洁行芳/null/null/zhi4,jie2,xing2,fang1
志满气得/null/null/zhi4,man3,qi4,de2
志满意得/null/null/zhi4,man3,yi4,de2
志美行厉/null/null/zhi4,mei3,xing2,li4
志同道合/null/null/zhi4,tong2,dao4,he2
制服呢/null/null/zhi4,fu2,ne5
制革厂/null/null/zhi4,ge2,chang3
制空权/null/null/zhi4,kong1,quan2
制糖厂/null/null/zhi4,tang2,chang3
制药厂/null/null/zhi4,yao4,chang3
制造厂/null/null/zhi4,zao4,chang3
炙手可热/null/null/zhi4,shou3,ke3,re4
质而不俚/null/null/zhi4,er2,bu4,li3
质而不野/null/null/zhi4,er2,bu4,ye3
质疑辨惑/null/null/zhi4,yi2,bian4,huo4
质因数/null/null/zhi4,yin1,shu4
质疑问难/null/null/zhi4,yi2,wen4,nan4
质伛影曲/null/null/zhi4,yu3,ying3,qu1
栉比鳞差/null/null/zhi4,bi3,lin2,ci3
栉风酾雨/null/null/zhi4,feng1,shi1,yu3
栉风沐雨/null/null/zhi4,feng1,mu4,yu3
栉沐风雨/null/null/zhi4,mu4,feng1,yu3
栉霜沐露/null/null/zhi4,shuang1,mu4,lu4
陟罚臧否/null/null/zhi4,fa2,zang1,pi3
致远任重/null/null/zhi4,yuan3,ren4,zhang4
掷地赋声/null/null/zhi4,di4,fu4,sheng1
掷地金声/null/null/zhi4,di4,jin1,sheng1
掷地有声/null/null/zhi4,di4,you3,sheng1
掷果潘郎/null/null/zhi4,guo3,pan1,lang2
掷地作金石声/null/null/zhi4,di4,zuo4,jin1,shi2,sheng1
窒碍难行/null/null/zhi4,ai4,nan2,xing2
彘肩斗酒/null/null/zhi4,jian1,dou4,jiu3
智藏瘝在/null/null/zhi4,cang2,guan1,zai4
智尽能索/null/null/zhi4,jin4,neng2,suo3
智囊团/null/null/zhi4,nang2,tuan2
智穷才尽/null/null/zhi4,qiong2,cai2,jin4
智小言大/null/null/zhi4,xiao3,yan2,da4
智小谋大/null/null/zhi4,xiao3,mou2,da4
智圆行方/null/null/zhi4,yuan2,xing2,fang1
智周万物/null/null/zhi4,zhou1,wan4,wu4
稚齿婑媠/null/null/zhi4,chi3,wo3,tuo3
置若罔闻/null/null/zhi4,ruo4,wang3,wen2
置之不理/null/null/zhi4,zhi1,bu4,li3
置之不顾/null/null/zhi4,zhi1,bu4,gu4
置之度外/null/null/zhi4,zhi1,du4,wai4
置之死地/null/null/zhi4,zhi1,si3,di4
置之死地而后快/null/null/zhi4,zhi1,si3,di4,er2,hou4,kuai4
置之死地而后生/null/null/zhi4,zhi1,si3,di4,er2,hou4,sheng1
置锥之地/null/null/zhi4,zhui1,zhi1,di4
雉头狐腋/null/null/zhi4,tou2,hu2,ye4
擿伏发奸/null/null/ti1,fu2,fa1,jian1
擿伏发隐/null/null/ti1,fu2,fa1,yin3
擿奸发伏/null/null/ti1,jian1,fa1,fu2
擿埴索途/null/null/zhai1,zhi2,suo3,tu2
擿埴索涂/null/null/zhai1,zhi2,suo3,tu2
擿植索涂/null/null/zhai1,zhi2,suo3,tu2
中饱私囊/null/null/zhong1,bao3,si1,nang2
中草药/null/null/zhong1,cao3,yao4
中层干部/null/null/zhong1,ceng2,gan4,bu4
中产阶级/null/null/zhong1,chan3,jie1,ji2
中长跑/null/null/zhong1,chang2,pao3
中道而废/null/null/zhong1,dao4,er2,fei4
中等教育/null/null/zhong1,deng3,jiao4,yu4
中耳炎/null/null/zhong1,er3,yan2
中共中央/null/null/zhong1,gong4,zhong1,yang1
中冓之言/null/null/zhong1,gou4,zhi1,yan2
中国福利会/null/null/zhong1,guo2,fu2,li4,hui4
中国工程院/null/null/zhong1,guo2,gong1,cheng2,yuan4
中国工农红军/null/null/zhong1,guo2,gong1,nong2,hong2,jun1
中国工人/null/null/zhong1,guo2,gong1,ren2
中国共产党/null/null/zhong1,guo2,gong4,chan3,dang3
中国国际广播电台/null/null/zhong1,guo2,guo2,ji4,guang3,bo1,dian4,tai2
中国海/null/null/zhong1,guo2,hai3
中国画/null/null/zhong1,guo2,hua4
中国话/null/null/zhong1,guo2,hua4
中国科学技术大学/null/null/zhong1,guo2,ke1,xue2,ji4,shu4,da4,xue2
中国民主促进会/null/null/zhong1,guo2,min2,zhu3,cu4,jin4,hui4
中国民主同盟/null/null/zhong1,guo2,min2,zhu3,tong2,meng2
中国农工民主党/null/null/zhong1,guo2,nong2,gong1,min2,zhu3,dang3
中国农业银行/null/null/zhong1,guo2,nong2,ye4,yin2,hang2
中国青年/null/null/zhong1,guo2,qing1,nian2
中国人/null/null/zhong1,guo2,ren2
中国人民解放军/null/null/zhong1,guo2,ren2,min2,jie3,fang4,jun1
中国通/null/null/zhong1,guo2,tong1
中国象棋/null/null/zhong1,guo2,xiang4,qi2
中国致公党/null/null/zhong1,guo2,zhi4,gong1,dang3
中国字/null/null/zhong1,guo2,zi4
中华民族/null/null/zhong1,hua2,min2,zu2
中华民国/null/null/zhong1,hua2,min2,guo2
中华人民共和国/null/null/zhong1,hua2,ren2,min2,gong4,he2,guo2
中馈乏人/null/null/zhong1,kui4,fa2,ren2
中立不倚/null/null/zhong1,li4,bu4,yi3
中馈犹虚/null/null/zhong1,kui4,you2,xu1
中流底柱/null/null/zhong1,iu2,di3,zhu4
中流砥柱/null/null/zhong1,iu2,di3,zhu4
中流击楫/null/null/zhong1,iu2,ji1,ji2
中流一壶/null/null/zhong1,iu2,yi1,hu2
中外合璧/null/null/zhong1,wai4,he2,bi4
中西合璧/null/null/zhong1,xi1,he2,bi4
中心摇摇/null/null/zhong1,xin1,yao2,yao2
中庸之道/null/null/zhong1,yong1,zhi1,dao4
中原逐鹿/null/null/zhong1,yuan2,zhu2,lu4
忠不避危/null/null/zhong1,bu4,bi4,wei1
忠孝节义/null/null/zhong1,xiao4,jie2,yi4
忠贞不渝/null/null/zhong1,zhen1,bu4,yu2
终成泡影/null/null/zhong1,cheng2,pao4,ying3
终南捷径/null/null/zhong1,nan2,jie2,jing4
终其天年/null/null/zhong1,qi2,tian1,nian2
终身大事/null/null/zhong1,shen1,da4,shi4
终身教育/null/null/zhong1,shen1,jiao4,yu4
终始不渝/null/null/zhong1,shi3,bu4,yu2
终始若一/null/null/zhong1,shi3,ruo4,yi1
钟鼎人家/null/null/zhong1,ding3,ren2,jia5
钟鼎之家/null/null/zhong1,ding3,zhi1,jia1
钟漏并歇/null/null/zhong1,lou4,bing4,xie1
钟鸣鼎食/null/null/zhong1,ming2,ding3,shi2
钟鸣鼎重/null/null/zhong1,ming2,ding3,zhong4
钟鸣漏尽/null/null/zhong1,ming2,lou4,jin4
钟乳石/null/null/zhong1,ru3,shi2
种瓜得瓜，种豆得豆/null/null/zhong4,gua1,de2,gua1,，,zhong4,dou4,de2,dou4
种牛痘/null/null/zhong4,niu2,dou4
种子队/null/null/zhong3,zi5,dui4
踵迹相接/null/null/zhong3,ji4,xiang1,jie1
踵接肩摩/null/null/zhong3,jie1,jian1,mo2
踵决肘见/null/null/zhong3,jue2,zhou3,jian4
踵事增华/null/null/zhong3,shi4,zeng1,hua2
踵武相接/null/null/zhong3,wu3,xiang1,jie1
踵趾相接/null/null/zhong3,zhi3,xiang1,jie1
踵足相接/null/null/zhong3,zu2,xiang1,jie1
众寡不敌/null/null/zhong4,gua3,bu4,di2
种子田/null/null/zhong3,zi5,tian2
冢中枯骨/null/null/zhong3,zhong1,ku1,gu3
众好众恶/null/null/zhong4,hao4,zhong4,wu4
种族歧视/null/null/zhong3,zu2,qi2,shi4
众虎同心/null/null/zhong4,hu3,tong2,xin1
众毁销骨/null/null/zhong4,hui3,xiao1,gu3
众口交传/null/null/zhong4,kou3,jiao1,chuan2
众口同声/null/null/zhong4,kou3,tong2,sheng1
众口难调/null/null/zhong4,kou3,nan2,tiao2
众口相传/null/null/zhong4,kou3,xiang1,chuan2
众口熏天/null/null/zhong4,kou3,xun1,tian1
众目共睹/null/null/zhong4,mu4,gong4,du3
众毛攒裘/null/null/zhong4,mao2,cuan2,qiu2
众目共视/null/null/zhong4,mu4,gong4,shi4
众毛飞骨/null/null/zhong4,mao2,fei1,gu3
众难群移/null/null/zhong4,nan2,qun2,yi2
众难群疑/null/null/zhong4,nan2,qun2,yi2
众怒难犯/null/null/zhong4,nu4,nan2,fan4
众怒难任/null/null/zhong4,nu4,nan2,ren4
众叛亲离/null/null/zhong4,pan4,qin1,li2
众人广坐/null/null/zhong4,ren2,guang3,zuo4
众人拾柴火焰高/null/null/zhong4,ren2,shi2,chai2,huo3,yan4,gao1
众少成多/null/null/zhong4,shao3,cheng2,duo1
众生相/null/null/zhong4,sheng1,xiang4
众矢之的/null/null/zhong4,shi3,zhi1,di4
众说纷揉/null/null/zhong4,shuo1,fen1,rou2
众所共知/null/null/zhong4,suo3,gong4,zhi1
众说纷纭/null/null/zhong4,shuo1,fen1,yun2
众所周知/null/null/zhong4,suo3,zhou1,zhi1
众星攒月/null/null/zhong4,xing1,cuan2,yue4
众星拱北/null/null/zhong4,xing1,gong3,bei3
众喣漂山/null/null/zhong4,xu3,piao1,shan1
众啄同音/null/null/zhong4,zhou4,tong2,yin1
重财轻义/null/null/zhong4,cai2,qing1,yi4
重操旧业/null/null/chong2,cao1,jiu4,ye4
重床迭架/null/null/chong2,chuang2,die2,jia4
重床迭屋/null/null/chong2,chuang2,die2,wu1
重床叠架/null/null/chong2,chuang2,die2,jia4
重床叠屋/null/null/chong2,chuang2,die2,wu1
重蹈覆辙/null/null/chong2,dao3,fu4,zhe2
重睹天日/null/null/chong2,du3,tian1,ri4
重铬酸钾/null/null/chong2,ge4,suan1,jia3
重工业/null/null/zhong4,gong1,ye4
重光累洽/null/null/chong2,guang1,lei4,qia4
重关击柝/null/null/chong2,guan1,ji1,tuo4
重圭叠组/null/null/chong2,gui1,die2,zu3
重规沓矩/null/null/chong2,gui1,ta4,ju3
重规迭矩/null/null/chong2,gui1,die2,ju3
重规累矩/null/null/chong2,gui1,lei4,ju3
重规叠矩/null/null/chong2,gui1,die2,ju3
重规袭矩/null/null/chong2,gui1,xi2,ju3
重珪迭组/null/null/chong2,gui1,die2,zu3
重珪叠组/null/null/chong2,gui1,die2,zu3
重厚寡言/null/null/zhong4,hou4,gua3,yan2
重厚少文/null/null/zhong4,hou4,shao3,wen2
重机枪/null/null/zhong4,ji1,qiang1
重迹屏气/null/null/chong2,ji4,bing3,qi4
重见天日/null/null/chong2,jian4,tian1,ri4
重结晶/null/null/zhong4,jie2,jing1
重金兼紫/null/null/chong2,jin1,jian1,zi3
重金袭汤/null/null/chong2,jin1,xi2,tang1
重金属/null/null/zhong4,jin1,shu3
重晶石/null/null/zhong4,jing1,shi2
重九登高/null/null/chong2,jiu3,deng1,gao1
重理旧业/null/null/chong2,li3,jiu4,ye4
重力场/null/null/zhong4,li4,chang3
重力加速度/null/null/zhong4,li4,jia1,su4,du4
重峦迭巘/null/null/chong2,luan2,die2,yan3
重峦迭嶂/null/null/chong2,luan2,die2,zhang4
重峦叠巘/null/null/chong2,luan2,die2,yan3
重峦叠嶂/null/null/chong2,luan2,die2,zhang4
重峦复嶂/null/null/chong2,luan2,fu4,zhang4
重门击柝/null/null/chong2,men2,ji1,tuo4
重明继焰/null/null/chong2,ming2,ji4,yan4
重男轻女/null/null/zhong4,nan2,qing1,nv3
重逆无道/null/null/zhong4,ni4,wu2,dao4
重葩累藻/null/null/chong2,pa1,lei4,zao3
重纰貤缪/null/null/chong2,pi1,yi2,miu4
重起炉灶/null/null/chong2,qi3,lu2,zao4
重气轻命/null/null/zhong4,qi4,qing1,ming4
重气轻生/null/null/zhong4,qi4,qing1,sheng1
重气狥名/null/null/zhong4,qi4,xun4,ming2
重气徇命/null/null/zhong4,qi4,xun4,ming2
重三迭四/null/null/chong2,san1,die2,si4
重三叠四/null/null/chong2,san1,die2,si4
重山复岭/null/null/chong2,shan1,fu4,ling3
重山复水/null/null/chong2,shan1,fu4,shui3
重山峻岭/null/null/chong2,shan1,jun4,ling3
重生父母/null/null/chong2,sheng1,fu4,mu3
重生爷娘/null/null/chong2,sheng1,ye2,niang2
重孙女/null/null/chong2,sun1,nv3
重手累足/null/null/chong2,shou3,lei3,zu2
重头戏/null/null/chong2,tou2,xi4
重望高名/null/null/zhong4,wang4,gao1,ming2
重温旧梦/null/null/chong2,wen1,jiu4,meng4
重温旧业/null/null/chong2,wen1,jiu4,ye4
重武器/null/null/zhong4,wu3,qi4
重熙累绩/null/null/chong2,xi1,lei3,ji4
重熙累洽/null/null/chong2,xi1,lei3,qia4
重熙累盛/null/null/chong2,xi1,lei3,sheng4
重熙累叶/null/null/chong2,xi1,lei3,ye4
重兴旗鼓/null/null/chong2,xing1,qi2,gu3
重修旧好/null/null/chong2,xiu1,jiu4,hao3
重岩迭障/null/null/chong2,yan2,die2,zhang4
重岩迭嶂/null/null/zhong4,yan2,die2,zhang4
重岩叠嶂/null/null/chong2,yan2,die2,zhang4
重要性/null/null/zhong4,yao4,xing4
重义轻财/null/null/zhong4,yi4,qing1,cai2
重义轻生/null/null/zhong4,yi4,qing1,sheng1
重裀列鼎/null/null/chong2,yin1,lie4,ding3
重于泰山/null/null/zhong4,yu2,tai4,shan1
重垣迭锁/null/null/chong2,yuan2,die2,suo3
重元素/null/null/zhong4,yuan2,su4
重垣叠锁/null/null/chong2,yuan2,die2,suo3
重振旗鼓/null/null/chong2,zhen4,qi2,gu3
重整旗鼓/null/null/chong2,zheng3,qi2,gu3
重纸累札/null/null/chong2,zhi3,lei4,zha2
重足而立/null/null/chong2,zu2,er2,li4
重足累息/null/null/chong2,zu2,lei4,xi1
重足屏气/null/null/chong2,zu2,bing3,qi4
重足屏息/null/null/chong2,zu2,bing3,xi1
重足一迹/null/null/chong2,zu2,yi1,ji4
重作冯妇/null/null/zhong4,zuo4,feng2,fu4
舟车劳顿/null/null/zhou1,che1,lao2,dun4
舟中敌国/null/null/zhou1,zhong1,di2,guo2
诌上抑下/null/null/zhou1,shang4,yi4,xia4
周而不比/null/null/zhou1,er2,bu4,bi3
侜张为幻/null/null/zhou1,zhang1,wei2,huan4
周公吐哺/null/null/zhou1,gong1,tu3,bu3
周规折矩/null/null/zhou1,gui1,zhe2,ju3
周郎顾曲/null/null/zhou1,lang2,gu4,qu3
周情孔思/null/null/zhou1,qing2,kong3,si1
周穷恤匮/null/null/zhou1,qiong2,xu4,kui4
洲际弹道导弹/null/null/zhou1,ji4,dan4,dao4,dao3,dan4
洲际导弹/null/null/zhou1,ji4,dao3,dan4
诪张变眩/null/null/zhou1,zhang1,bian4,xuan4
诪张为幻/null/null/zhou1,zhang1,wei2,huan4
粥少僧多/null/null/zhou1,shao3,seng1,duo1
粥粥无能/null/null/zhou1,zhou1,wu2,neng2
轴对称/null/null/zhou2,dui4,chen4
肘行膝步/null/null/zhou3,xing2,xi1,bu4
咒天骂地/null/null/zhou4,tian1,ma4,di4
昼伏夜行/null/null/zhou4,fu2,ye4,xing2
昼度夜思/null/null/zhou4,duo2,ye4,si1
昼干夕惕/null/null/zhou4,gan4,xi1,ti4
昼乾夕惕/null/null/zhou4,qian2,xi1,ti4
昼思夜想/null/null/zhou4,si1,ye4,xiang3
昼夜兼行/null/null/zhou4,ye4,jian1,xing2
骤不及防/null/null/zhou4,bu4,ji2,fang2
骤风暴雨/null/null/zhou4,feng1,bao4,yu3
骤雨暴风/null/null/zhou4,yu3,bao4,feng1
骤风急雨/null/null/zhou4,feng1,ji2,yu3
朱陈之好/null/null/zhu1,chen2,zhi1,hao3
朱唇粉面/null/null/zhu1,chun2,fen3,mian4
骤雨狂风/null/null/zhou4,yu3,kuang2,feng1
朱唇皓齿/null/null/zhu1,chun2,hao4,chi3
朱唇玉面/null/null/zhu1,chun2,yu4,mian4
朱轓皂盖/null/null/zhu1,fan1,zao4,gai4
朱轓皁盖/null/null/zhu1,fan1,hai3,gai4
朱干玉戚/null/null/zhu1,gan1,yu4,qi1
朱阁青楼/null/null/zhu1,ge2,qing1,lou2
朱楼碧瓦/null/null/zhu1,lou2,bi4,wa3
朱楼绮户/null/null/zhu1,lou2,qi3,hu4
朱轮华毂/null/null/zhu1,lun2,hua2,gu3
朱门绣户/null/null/zhu1,men2,xiu4,hu4
朱甍碧瓦/null/null/zhu1,meng2,bi4,wa3
朱盘玉敦/null/null/zhu1,pan2,yu4,dui4
朱雀玄武/null/null/zhu1,que4,xuan2,wu3
朱槃玉敦/null/null/zhu1,pan2,yu4,dui4
朱弦三叹/null/null/zhu1,xian2,san1,tan4
朱颜翠发/null/null/zhu1,yan2,cui4,fa1
朱颜绿发/null/null/zhu1,yan2,lv4,fa1
朱颜鹤发/null/null/zhu1,yan2,he4,fa1
朱衣点头/null/null/zhu1,yi1,dian3,tou2
朱衣使者/null/null/zhu1,yi1,shi3,zhe3
侏儒观戏/null/null/zhu1,ru3,guan1,xi4
侏儒症/null/null/zhu1,ru2,zheng4
侏儒一节/null/null/zhu1,ru3,yi1,jie2
诛暴讨逆/null/null/zhu1,bao4,tao3,ni4
诛尽杀绝/null/null/zhu1,jin4,sha1,jue2
诛求不已/null/null/zhu1,qiu2,bu4,yi3
诛求无度/null/null/zhu1,qiu2,wu2,du4
诛心之论/null/null/zhu1,xin1,zhi1,lun4
株连蔓引/null/null/zhu1,lian2,man4,yin3
珠箔银屏/null/null/zhu1,bo2,yin2,ping2
珠宫贝阙/null/null/zhu1,gong1,bei4,que4
珠还合浦/null/null/zhu1,huan2,he2,pu3
珠连璧合/null/null/zhu1,lian2,bi4,he2
珠联璧合/null/null/zhu1,lian2,bi4,he2
珠流璧转/null/null/zhu1,iu2,bi4,zhuan3
珠零玉落/null/null/zhu1,ling2,yu4,luo4
珠盘玉敦/null/null/zhu1,pan2,yu4,dun1
珠槃玉敦/null/null/zhu1,pan2,yu4,dun1
珠玉在侧/null/null/zhu1,yu4,zai4,ce4
诸恶莫作/null/null/zhu1,e4,mo4,zuo4
诸葛亮/null/null/zhu1,ge3,liang4
诸宫调/null/null/zhu1,gong1,diao4
诸亲好友/null/null/zhu1,qin1,hao3,you3
诸亲六眷/null/null/zhu1,qin1,iu4,juan4
诸若此类/null/null/zhu1,ruo4,ci3,lei4
诸有此类/null/null/zhu1,you3,ci3,lei4
诸子百家/null/null/zhu1,zi3,bai3,jia1
猪笼草/null/null/zhu1,long2,cao3
铢称寸量/null/null/zhu1,cheng1,cun4,liang2
铢寸累积/null/null/zhu1,cun4,lei4,ji1
铢分毫析/null/null/zhu1,fen1,hao2,xi1
铢积寸累/null/null/zhu1,ji1,cun4,lei3
铢积丝累/null/null/zhu1,ji1,si1,lei4
铢积锱累/null/null/zhu1,ji1,zi1,lei4
铢累寸积/null/null/zhu1,lei4,cun4,ji1
铢两分寸/null/null/zhu1,liang3,fen1,cun4
铢两相称/null/null/zhu1,liang3,xiang1,chen4
铢两悉称/null/null/zhu1,liang3,xi1,chen4
铢量寸度/null/null/zhu1,liang2,cun4,duo2
铢铢较量/null/null/zhu1,zhu1,jiao4,liang4
铢铢校量/null/null/zhu1,zhu1,xiao4,liang4
竹柏异心/null/null/zhu2,bai3,yi4,xin1
竹篮打水一场空/null/null/zhu2,lan2,da3,shui3,yi1,chang3,kong1
竹篮打水/null/null/zhu2,lan2,da2,shui3
竹筒倒豆子/null/null/zhu2,tong3,dao3,dou4,zi5
竹头木屑/null/null/zhu2,tou2,mu4,xie4
竹叶青/null/null/zhu2,ye4,qing1
竹枝词/null/null/zhu2,zhi1,ci2
烛照数计/null/null/zhu2,zhao4,shu4,ji4
逐臭之夫/null/null/zhu2,chou4,zhi1,fu1
逐电追风/null/null/zhu2,dian4,zhui1,feng1
逐风追电/null/null/zhu2,feng1,zhui1,dian4
逐近弃远/null/null/zhu2,jin4,qi4,yuan3
逐机应变/null/null/zhu2,ji1,ying4,bian4
逐句逐字/null/null/zhu2,ju4,zhu2,zi4
逐客令/null/null/zhu2,ke4,ling4
逐鹿中原/null/null/zhu2,lu4,zhong1,yuan2
逐名趋势/null/null/zhu2,ming2,qu1,shi4
逐日追风/null/null/zhu2,ri4,zhui1,feng1
逐新趣异/null/null/zhu2,xin1,qu4,yi4
逐物不还/null/null/zhu2,wu4,bu4,huan2
逐字逐句/null/null/zhu2,zi4,zhu2,ju4
舳舻相继/null/null/zhu2,lu2,xiang1,ji4
劚玉如泥/null/null/zhu2,yu4,ru2,ni2
主动脉/null/null/zhu3,dong4,mai4
主干线/null/null/zhu3,gan4,xian4
主观能动性/null/null/zhu3,guan1,neng2,dong4,xing4
主观唯心主义/null/null/zhu3,guan1,wei2,xin1,zhu3,yi4
主观主义/null/null/zhu3,guan1,zhu3,yi4
主客颠倒/null/null/zhu3,ke4,dian1,dao3
主人家/null/null/zhu3,ren2,jia1
主少国疑/null/null/zhu3,shao3,guo2,yi2
主席台/null/null/zhu3,xi2,tai2
主旋律/null/null/zhu3,xuan2,lv4
主心骨/null/null/zhu3,xin1,gu3
拄笏看山/null/null/zhu3,hu4,kan4,shan1
拄颊看山/null/null/zhu3,jia2,kan4,shan1
属词比事/null/null/zhu3,ci2,bi3,shi4
属辞比事/null/null/zhu3,ci2,bi3,shi4
属毛离里/null/null/zhu3,mao2,li2,li3
属人耳目/null/null/shu3,ren2,er3,mu4
属垣有耳/null/null/zhu3,yuan2,you3,er3
煮粥焚须/null/null/zhu3,zhou1,fen2,xu1
麈尾之诲/null/null/zhu3,wei3,zhi1,hui4
住宅区/null/null/zhu4,zhai2,qu1
助边输财/null/null/zhu4,bian1,shu1,cai2
助产士/null/null/zhu4,chan3,shi4
助动词/null/null/zhu4,dong4,ci2
助桀为暴/null/null/zhu4,jie2,wei2,bao4
助桀为恶/null/null/zhu4,jie2,wei2,e4
助桀为虐/null/null/zhu4,jie2,wei2,nüe4
